product,mass_kg,material_id,material_share,countryMaking,impact_ecs
calecon,0.1,ei-pet,1,REE,865.4527971619764
calecon,0.03,ei-pet,1,REE,286.10708327012406
calecon,0.15,ei-pet,1,REE,1279.2212474871324
calecon,0.19,ei-pet,1,REE,1610.288420324733
calecon,0.1,ei-pet,1,REE,865.4527971619764
calecon,0.12,ei-pet,1,REE,1030.9427064328802
calecon,0.15,ei-pet,1,REE,1279.2212474871324
calecon,0.18,ei-pet,1,REE,1527.4997885413843
calecon,0.13,ei-pet,1,REE,1113.7313382162283
calecon,0.18,ei-pet,1,REE,1527.4997885413843
calecon,0.14,ei-pet-r,1,REE,1173.1716536185577
calecon,0.2,ei-pet-r,1,REE,1659.741033198581
calecon,0.09,ei-pet-r,1,REE,767.6826115859064
calecon,0.13,ei-pet-r,1,REE,1092.0913160711857
calecon,0.2,ei-pet-r,1,REE,1659.741033198581
calecon,0.09,ei-pet-r,1,REE,767.6826115859064
calecon,0.1,ei-pet-r,1,REE,848.8066262811743
calecon,0.12,ei-pet-r,1,REE,1010.9673013759176
calecon,0.11,ei-pet-r,1,REE,929.8869638285462
calecon,0.08,ei-pet-r,1,REE,686.6022740385346
calecon,0.07,ei-viscose,1,REE,662.9183794945882
calecon,0.16,ei-viscose,1,REE,1466.667709064218
calecon,0.14,ei-viscose,1,REE,1288.0518939212009
calecon,0.05,ei-viscose,1,REE,484.3462414994671
calecon,0.2,ei-viscose,1,REE,1823.855662202356
